Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss per User,Resolution Speed
UK,2016,DDoS,Telecommunications,74.5,735,Hacker Group,Unpatched Software,Firewall,69.0,0.10136054421768707,Medium (24-72h)
USA,2023,Ransomware,Healthcare,12.79,654947,Insider,Social Engineering,Encryption,23.0,1.952829770958566e-05,Fast (<24h)
USA,2018,DDoS,Banking,10.01,327826,Hacker Group,Social Engineering,AI-based Detection,35.0,3.0534490857955135e-05,Medium (24-72h)
France,2016,Man-in-the-Middle,Healthcare,23.99,106126,Unknown,Weak Passwords,Antivirus,19.0,0.00022605205133520532,Fast (<24h)
Russia,2022,Man-in-the-Middle,IT,34.57,46493,Insider,Unpatched Software,Encryption,62.0,0.0007435527928935538,Medium (24-72h)
Japan,2021,Man-in-the-Middle,Education,15.78,733307,Nation-state,Social Engineering,Firewall,29.0,2.1518954544276815e-05,Medium (24-72h)
France,2015,Malware,Government,71.91,789673,Unknown,Weak Passwords,Antivirus,31.0,9.106300962550321e-05,Medium (24-72h)
China,2017,Ransomware,Education,64.93,159061,Insider,Weak Passwords,Firewall,12.0,0.00040820817170770965,Fast (<24h)
China,2020,Phishing,Education,6.35,80748,Hacker Group,Zero-day,Encryption,8.0,7.863971863080199e-05,Fast (<24h)
UK,2020,Man-in-the-Middle,IT,85.85,697536,Unknown,Social Engineering,AI-based Detection,72.0,0.00012307608496192312,Medium (24-72h)
Brazil,2019,SQL Injection,Healthcare,46.5,748146,Insider,Weak Passwords,AI-based Detection,13.0,6.215364380749213e-05,Fast (<24h)
Russia,2020,Man-in-the-Middle,Telecommunications,64.39,803579,Unknown,Weak Passwords,VPN,1.0,8.012902278431865e-05,Fast (<24h)
France,2021,Phishing,Retail,13.47,537683,Insider,Unpatched Software,VPN,41.0,2.505193580604185e-05,Medium (24-72h)
France,2020,DDoS,Retail,40.72,743271,Nation-state,Social Engineering,Firewall,10.0,5.478486312529346e-05,Fast (<24h)
Australia,2018,Malware,Telecommunications,36.01,215231,Unknown,Zero-day,AI-based Detection,49.0,0.00016730861260692,Medium (24-72h)
UK,2022,Phishing,Banking,57.89,135941,Nation-state,Social Engineering,AI-based Detection,7.0,0.00042584650694051096,Fast (<24h)
USA,2017,Phishing,IT,7.95,362478,Hacker Group,Zero-day,Encryption,67.0,2.1932365550460994e-05,Medium (24-72h)
Russia,2022,DDoS,Education,13.89,537149,Nation-state,Unpatched Software,VPN,54.0,2.5858746828161276e-05,Medium (24-72h)
China,2016,SQL Injection,Retail,96.28,162061,Insider,Zero-day,Firewall,32.0,0.0005940972843558906,Medium (24-72h)
China,2016,Ransomware,Banking,94.63,455702,Hacker Group,Weak Passwords,Antivirus,5.0,0.00020765763591118757,Fast (<24h)
UK,2021,Ransomware,Telecommunications,13.26,448367,Nation-state,Social Engineering,AI-based Detection,7.0,2.9573987380873257e-05,Fast (<24h)
France,2019,Malware,Retail,21.92,603904,Nation-state,Unpatched Software,Firewall,38.0,3.629715981348029e-05,Medium (24-72h)
France,2016,Malware,IT,81.81,331741,Hacker Group,Social Engineering,Antivirus,29.0,0.0002466080466387935,Medium (24-72h)
Japan,2023,Ransomware,Education,58.79,983506,Hacker Group,Social Engineering,AI-based Detection,35.0,5.977594442738529e-05,Medium (24-72h)
China,2015,Phishing,Retail,14.72,914743,Insider,Social Engineering,AI-based Detection,69.0,1.609195150987764e-05,Medium (24-72h)
Germany,2022,Malware,Banking,59.7,258587,Insider,Social Engineering,VPN,7.0,0.00023087007467506102,Fast (<24h)
Brazil,2020,Man-in-the-Middle,Retail,16.26,527964,Insider,Zero-day,Firewall,28.0,3.0797554378707644e-05,Medium (24-72h)
Brazil,2015,Phishing,Banking,29.61,593384,Unknown,Zero-day,Firewall,65.0,4.990023323850997e-05,Medium (24-72h)
UK,2023,Malware,IT,82.38,386972,Insider,Unpatched Software,AI-based Detection,56.0,0.0002128836194866812,Medium (24-72h)
China,2017,DDoS,Healthcare,96.49,644339,Insider,Unpatched Software,Antivirus,71.0,0.0001497503643268528,Medium (24-72h)
Brazil,2024,DDoS,Healthcare,76.39,782425,Insider,Weak Passwords,Encryption,13.0,9.763236092916254e-05,Fast (<24h)
Russia,2024,SQL Injection,Banking,79.98,84185,Nation-state,Weak Passwords,VPN,2.0,0.0009500504840529786,Fast (<24h)
UK,2022,Malware,Healthcare,91.65,337120,Insider,Weak Passwords,Firewall,59.0,0.0002718616516373992,Medium (24-72h)
UK,2020,Phishing,Banking,3.84,241282,Hacker Group,Social Engineering,Encryption,55.0,1.591498744208022e-05,Medium (24-72h)
China,2023,DDoS,Healthcare,97.15,734819,Unknown,Unpatched Software,AI-based Detection,50.0,0.00013220942844428357,Medium (24-72h)
Australia,2024,DDoS,Healthcare,77.04,8517,Hacker Group,Weak Passwords,Encryption,4.0,0.009045438534695315,Fast (<24h)
UK,2018,Man-in-the-Middle,Government,91.52,865257,Nation-state,Social Engineering,VPN,19.0,0.0001057720422949482,Fast (<24h)
Germany,2023,SQL Injection,Education,37.4,662428,Insider,Weak Passwords,AI-based Detection,4.0,5.645896610650516e-05,Fast (<24h)
China,2020,Malware,Healthcare,11.89,646567,Insider,Unpatched Software,VPN,15.0,1.8389432185682227e-05,Fast (<24h)
USA,2019,DDoS,Telecommunications,43.29,266748,Unknown,Unpatched Software,Antivirus,30.0,0.0001622880021593414,Medium (24-72h)
USA,2022,Ransomware,Retail,92.88,771367,Hacker Group,Social Engineering,Firewall,5.0,0.00012040961047076165,Fast (<24h)
USA,2020,DDoS,Banking,99.81,948174,Unknown,Social Engineering,AI-based Detection,4.0,0.00010526548924564479,Fast (<24h)
Brazil,2017,DDoS,Healthcare,62.74,460264,Unknown,Social Engineering,Firewall,9.0,0.00013631307249752317,Fast (<24h)
USA,2017,DDoS,Government,96.89,794147,Unknown,Unpatched Software,Antivirus,4.0,0.0001220051199588993,Fast (<24h)
France,2015,SQL Injection,IT,43.86,72222,Unknown,Weak Passwords,Firewall,64.0,0.0006072941762897732,Medium (24-72h)
France,2020,DDoS,Telecommunications,66.27,995231,Nation-state,Weak Passwords,Firewall,53.0,6.658755605482545e-05,Medium (24-72h)
Japan,2021,Malware,Retail,90.8,841766,Nation-state,Social Engineering,AI-based Detection,16.0,0.00010786845750481725,Fast (<24h)
Russia,2015,Man-in-the-Middle,IT,95.04,566542,Unknown,Weak Passwords,Firewall,58.0,0.00016775455306049686,Medium (24-72h)
UK,2022,Malware,Healthcare,12.67,781284,Hacker Group,Weak Passwords,Firewall,11.0,1.621689424076264e-05,Fast (<24h)
UK,2021,Phishing,IT,89.59,361270,Nation-state,Weak Passwords,VPN,31.0,0.00024798627065629583,Medium (24-72h)
India,2022,Malware,Telecommunications,97.03,404834,Hacker Group,Zero-day,VPN,62.0,0.00023967848550269987,Medium (24-72h)
China,2023,DDoS,Government,53.46,374484,Unknown,Unpatched Software,Antivirus,46.0,0.0001427564328516038,Medium (24-72h)
Australia,2020,SQL Injection,IT,21.02,681476,Unknown,Weak Passwords,VPN,6.0,3.084481331697668e-05,Fast (<24h)
India,2019,SQL Injection,Retail,15.39,514826,Hacker Group,Unpatched Software,Firewall,72.0,2.9893595117573707e-05,Medium (24-72h)
Japan,2022,Malware,Education,97.32,742866,Nation-state,Social Engineering,Encryption,61.0,0.0001310061303115232,Medium (24-72h)
UK,2016,Ransomware,Healthcare,61.66,639896,Hacker Group,Social Engineering,VPN,63.0,9.635940840386562e-05,Medium (24-72h)
Australia,2022,SQL Injection,IT,15.29,42346,Hacker Group,Unpatched Software,VPN,33.0,0.00036107306475227885,Medium (24-72h)
Japan,2019,Malware,Telecommunications,5.88,235399,Unknown,Social Engineering,Antivirus,21.0,2.4978865670627318e-05,Fast (<24h)
USA,2015,Man-in-the-Middle,Retail,24.93,448426,Nation-state,Weak Passwords,VPN,36.0,5.5594457056459706e-05,Medium (24-72h)
France,2020,Ransomware,Retail,97.37,467137,Nation-state,Social Engineering,Encryption,14.0,0.00020843992233541766,Fast (<24h)
Japan,2017,SQL Injection,Education,11.49,364107,Hacker Group,Social Engineering,AI-based Detection,28.0,3.155665779564798e-05,Medium (24-72h)
India,2022,Man-in-the-Middle,Government,4.05,357898,Hacker Group,Social Engineering,Firewall,27.0,1.1316073294625843e-05,Medium (24-72h)
China,2016,DDoS,Banking,76.9,605118,Insider,Social Engineering,Firewall,30.0,0.00012708265164810832,Medium (24-72h)
Russia,2022,Man-in-the-Middle,Education,96.44,106169,Nation-state,Unpatched Software,Encryption,28.0,0.0009083630815021334,Medium (24-72h)
France,2016,Ransomware,Healthcare,34.29,157547,Insider,Unpatched Software,AI-based Detection,29.0,0.00021764933638850629,Medium (24-72h)
Brazil,2022,SQL Injection,Healthcare,56.63,242677,Insider,Social Engineering,Encryption,21.0,0.00023335544777626228,Fast (<24h)
China,2016,SQL Injection,Banking,63.67,385872,Insider,Zero-day,Firewall,50.0,0.0001650029025168968,Medium (24-72h)
Germany,2018,DDoS,Retail,80.85,148209,Insider,Weak Passwords,Antivirus,54.0,0.0005455134303584803,Medium (24-72h)
Japan,2022,DDoS,Healthcare,9.5,387457,Nation-state,Weak Passwords,VPN,61.0,2.451884983365896e-05,Medium (24-72h)
Russia,2023,Malware,IT,47.22,404004,Nation-state,Social Engineering,Encryption,58.0,0.00011688003089078325,Medium (24-72h)
UK,2018,Ransomware,Retail,28.98,981029,Nation-state,Weak Passwords,Antivirus,42.0,2.9540411139731853e-05,Medium (24-72h)
France,2017,Malware,Telecommunications,96.63,389525,Unknown,Zero-day,Antivirus,32.0,0.0002480713689750337,Medium (24-72h)
India,2019,SQL Injection,IT,43.97,764974,Nation-state,Weak Passwords,VPN,18.0,5.747907772028853e-05,Fast (<24h)
India,2017,Man-in-the-Middle,Healthcare,91.4,621971,Nation-state,Weak Passwords,AI-based Detection,49.0,0.00014695218908920192,Medium (24-72h)
Brazil,2024,SQL Injection,IT,53.71,680584,Insider,Zero-day,AI-based Detection,5.0,7.891751789639487e-05,Fast (<24h)
China,2018,SQL Injection,Education,15.36,907858,Nation-state,Social Engineering,Encryption,47.0,1.6918945473851638e-05,Medium (24-72h)
Russia,2021,SQL Injection,Banking,80.68,983047,Hacker Group,Unpatched Software,Antivirus,19.0,8.207135569306453e-05,Fast (<24h)
France,2015,Malware,Government,17.3,610049,Hacker Group,Social Engineering,AI-based Detection,37.0,2.835837776965457e-05,Medium (24-72h)
India,2021,SQL Injection,IT,52.16,100105,Unknown,Zero-day,Firewall,56.0,0.0005210528944608161,Medium (24-72h)
USA,2023,SQL Injection,Government,89.46,59398,Hacker Group,Zero-day,Antivirus,8.0,0.0015061113168793562,Fast (<24h)
USA,2023,Malware,Banking,35.91,91974,Hacker Group,Zero-day,AI-based Detection,41.0,0.00039043642768608514,Medium (24-72h)
Brazil,2019,Ransomware,Healthcare,9.32,785564,Insider,Unpatched Software,Antivirus,70.0,1.1864087458182911e-05,Medium (24-72h)
China,2023,Phishing,Banking,15.21,597516,Nation-state,Unpatched Software,Antivirus,15.0,2.5455385295121806e-05,Fast (<24h)
UK,2019,Ransomware,IT,17.98,799372,Hacker Group,Zero-day,AI-based Detection,14.0,2.2492656735537396e-05,Fast (<24h)
France,2018,SQL Injection,Banking,32.84,77096,Unknown,Weak Passwords,VPN,29.0,0.00042596243644287647,Medium (24-72h)
Brazil,2023,Man-in-the-Middle,Retail,59.18,610786,Nation-state,Social Engineering,AI-based Detection,31.0,9.6891546302633e-05,Medium (24-72h)
Japan,2021,SQL Injection,Telecommunications,28.33,667271,Insider,Weak Passwords,Firewall,22.0,4.2456513170810656e-05,Fast (<24h)
China,2023,Phishing,Banking,33.27,133315,Nation-state,Weak Passwords,AI-based Detection,25.0,0.00024955931440573083,Medium (24-72h)
Brazil,2019,SQL Injection,Government,24.93,381105,Unknown,Weak Passwords,Encryption,3.0,6.541504309835871e-05,Fast (<24h)
UK,2020,Ransomware,Banking,98.07,795120,Unknown,Social Engineering,Firewall,42.0,0.00012333987322668275,Medium (24-72h)
Russia,2017,SQL Injection,Healthcare,67.13,198285,Nation-state,Unpatched Software,Encryption,56.0,0.00033855309277050705,Medium (24-72h)
India,2023,DDoS,Government,34.46,580270,Unknown,Unpatched Software,Firewall,35.0,5.938614782773537e-05,Medium (24-72h)
UK,2018,Ransomware,Retail,45.67,277410,Hacker Group,Social Engineering,Firewall,42.0,0.00016462997008038645,Medium (24-72h)
Australia,2022,Man-in-the-Middle,Government,38.29,793946,Nation-state,Weak Passwords,Firewall,12.0,4.822746131348983e-05,Fast (<24h)
Australia,2019,Ransomware,Banking,15.21,126770,Insider,Weak Passwords,Encryption,67.0,0.00011998106807604323,Medium (24-72h)
Australia,2016,Phishing,IT,55.18,66776,Unknown,Zero-day,Encryption,29.0,0.0008263447945369594,Medium (24-72h)
China,2018,DDoS,Telecommunications,83.5,434797,Insider,Social Engineering,Antivirus,21.0,0.00019204364335540492,Fast (<24h)
France,2024,SQL Injection,Retail,3.07,901137,Nation-state,Zero-day,Antivirus,10.0,3.4068071780428503e-06,Fast (<24h)
Australia,2020,Man-in-the-Middle,Banking,34.59,427407,Unknown,Unpatched Software,Encryption,47.0,8.092988650162493e-05,Medium (24-72h)
USA,2021,Phishing,Banking,28.75,959107,Unknown,Zero-day,Antivirus,35.0,2.9975800406002667e-05,Medium (24-72h)
Russia,2017,Man-in-the-Middle,IT,55.23,12439,Nation-state,Weak Passwords,Firewall,20.0,0.004440067529544176,Fast (<24h)
Germany,2021,Man-in-the-Middle,Banking,14.45,292854,Nation-state,Unpatched Software,AI-based Detection,14.0,4.9341992938460804e-05,Fast (<24h)
USA,2023,Malware,Banking,66.06,189116,Insider,Social Engineering,AI-based Detection,53.0,0.0003493094185579221,Medium (24-72h)
USA,2017,Phishing,Telecommunications,19.6,889404,Unknown,Weak Passwords,Firewall,60.0,2.2037229425547898e-05,Medium (24-72h)
USA,2017,Man-in-the-Middle,Retail,58.98,566242,Nation-state,Social Engineering,VPN,63.0,0.00010416041197933039,Medium (24-72h)
Brazil,2015,SQL Injection,IT,86.67,694491,Unknown,Unpatched Software,Firewall,65.0,0.0001247964336470883,Medium (24-72h)
Australia,2015,DDoS,Education,51.54,297721,Nation-state,Weak Passwords,Antivirus,29.0,0.00017311509769213457,Medium (24-72h)
China,2024,SQL Injection,Education,13.61,394335,Unknown,Zero-day,Encryption,43.0,3.451380171681438e-05,Medium (24-72h)
Japan,2016,Man-in-the-Middle,IT,57.14,590262,Insider,Unpatched Software,Antivirus,15.0,9.680446987947725e-05,Fast (<24h)
Germany,2015,DDoS,IT,91.79,846200,Unknown,Social Engineering,AI-based Detection,26.0,0.00010847317419049871,Medium (24-72h)
Japan,2017,Phishing,Telecommunications,89.85,44385,Hacker Group,Weak Passwords,AI-based Detection,18.0,0.0020243325447786412,Fast (<24h)
UK,2021,Phishing,Banking,44.7,408446,Insider,Social Engineering,VPN,43.0,0.00010943919147206731,Medium (24-72h)
UK,2023,DDoS,Education,54.0,806965,Insider,Social Engineering,AI-based Detection,56.0,6.691740038291623e-05,Medium (24-72h)
Russia,2018,Ransomware,Education,79.93,587346,Hacker Group,Social Engineering,Antivirus,39.0,0.00013608673592737503,Medium (24-72h)
Japan,2015,Phishing,Education,2.43,552342,Unknown,Zero-day,VPN,62.0,4.399448167982881e-06,Medium (24-72h)
France,2019,DDoS,Education,66.65,47104,Insider,Social Engineering,VPN,5.0,0.0014149541440217391,Fast (<24h)
USA,2016,DDoS,Retail,13.83,586557,Hacker Group,Social Engineering,AI-based Detection,37.0,2.357827116546218e-05,Medium (24-72h)
Russia,2017,Malware,Government,2.65,500857,Hacker Group,Zero-day,VPN,35.0,5.290931343676937e-06,Medium (24-72h)
USA,2022,Man-in-the-Middle,Banking,65.51,977913,Hacker Group,Weak Passwords,Antivirus,70.0,6.698959927928149e-05,Medium (24-72h)
France,2021,Malware,Telecommunications,68.64,894858,Hacker Group,Social Engineering,Firewall,19.0,7.670490737077838e-05,Fast (<24h)
UK,2018,Man-in-the-Middle,IT,75.81,574089,Unknown,Unpatched Software,Firewall,32.0,0.00013205269566217084,Medium (24-72h)
USA,2015,DDoS,Healthcare,62.99,232622,Nation-state,Weak Passwords,Antivirus,33.0,0.00027078264308620854,Medium (24-72h)
India,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43.0,9.805407090633792e-05,Medium (24-72h)
Australia,2024,SQL Injection,IT,98.31,694333,Insider,Unpatched Software,VPN,48.0,0.00014158912222233424,Medium (24-72h)
India,2017,Ransomware,Government,38.87,968822,Nation-state,Weak Passwords,Antivirus,25.0,4.012088907972775e-05,Medium (24-72h)
Brazil,2015,DDoS,Banking,18.87,976838,Unknown,Weak Passwords,Firewall,65.0,1.9317430321097256e-05,Medium (24-72h)
Australia,2019,DDoS,Education,54.63,22739,Insider,Unpatched Software,Firewall,44.0,0.0024024803201548,Medium (24-72h)
UK,2015,Man-in-the-Middle,Retail,7.92,657442,Nation-state,Social Engineering,Firewall,29.0,1.2046690050224963e-05,Medium (24-72h)
Brazil,2018,Phishing,Education,57.59,257681,Nation-state,Zero-day,Antivirus,40.0,0.00022349338911289542,Medium (24-72h)
Japan,2021,Man-in-the-Middle,Retail,9.97,536471,Hacker Group,Weak Passwords,Encryption,72.0,1.8584415560207356e-05,Medium (24-72h)
France,2015,Ransomware,IT,84.02,824619,Unknown,Social Engineering,Firewall,21.0,0.00010188947865620365,Fast (<24h)
Russia,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43.0,0.00014465371452327747,Medium (24-72h)
Japan,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14.0,0.00010636095440194607,Fast (<24h)
China,2021,Man-in-the-Middle,Telecommunications,66.61,596341,Insider,Weak Passwords,AI-based Detection,9.0,0.00011169783731120282,Fast (<24h)
Brazil,2020,Malware,Retail,89.71,529588,Nation-state,Weak Passwords,AI-based Detection,65.0,0.00016939583223184813,Medium (24-72h)
Germany,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5.0,0.0019459556674609954,Fast (<24h)
Brazil,2020,Phishing,Banking,21.65,434936,Hacker Group,Zero-day,Encryption,24.0,4.977743851969025e-05,Fast (<24h)
Japan,2019,Malware,IT,33.61,52191,Nation-state,Weak Passwords,Antivirus,72.0,0.000643980762966795,Medium (24-72h)
Australia,2015,Malware,Banking,8.24,242247,Insider,Social Engineering,Antivirus,29.0,3.401486912118623e-05,Medium (24-72h)
Brazil,2020,Phishing,Banking,34.5,372427,Insider,Weak Passwords,VPN,72.0,9.263560375590384e-05,Medium (24-72h)
Brazil,2021,Ransomware,Healthcare,67.25,796351,Nation-state,Weak Passwords,AI-based Detection,21.0,8.444768701238524e-05,Fast (<24h)
Japan,2020,SQL Injection,Telecommunications,38.29,505831,Hacker Group,Social Engineering,Encryption,40.0,7.569721903165286e-05,Medium (24-72h)
Germany,2020,Malware,Government,32.59,743344,Insider,Zero-day,VPN,4.0,4.3842420198454555e-05,Fast (<24h)
China,2017,Phishing,Healthcare,70.4,651809,Unknown,Unpatched Software,Firewall,17.0,0.00010800710023948735,Fast (<24h)
Brazil,2023,SQL Injection,Telecommunications,31.54,839281,Insider,Weak Passwords,Encryption,25.0,3.757978555454013e-05,Medium (24-72h)
Brazil,2018,SQL Injection,Retail,84.79,99876,Insider,Unpatched Software,Firewall,56.0,0.0008489527013496737,Medium (24-72h)
UK,2016,SQL Injection,Telecommunications,98.39,836521,Insider,Weak Passwords,Firewall,19.0,0.00011761808729248877,Fast (<24h)
Japan,2022,SQL Injection,Retail,43.73,392831,Nation-state,Weak Passwords,AI-based Detection,71.0,0.000111320135121719,Medium (24-72h)
China,2015,Ransomware,Government,86.88,99312,Unknown,Zero-day,AI-based Detection,60.0,0.000874818753020783,Medium (24-72h)
Japan,2017,Malware,Education,26.24,945147,Insider,Zero-day,AI-based Detection,20.0,2.7762877097425054e-05,Fast (<24h)
USA,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28.0,2.787795626692003e-05,Medium (24-72h)
Brazil,2016,Malware,Retail,76.81,670642,Unknown,Unpatched Software,AI-based Detection,10.0,0.00011453204541320108,Fast (<24h)
USA,2016,Malware,Banking,36.2,194553,Hacker Group,Social Engineering,AI-based Detection,48.0,0.0001860675497165297,Medium (24-72h)
China,2022,Ransomware,Education,49.56,257224,Hacker Group,Social Engineering,Firewall,46.0,0.00019267253444468636,Medium (24-72h)
India,2019,DDoS,Banking,58.96,891815,Unknown,Weak Passwords,Antivirus,19.0,6.61123663540084e-05,Fast (<24h)
China,2020,Ransomware,Banking,98.05,168617,Hacker Group,Unpatched Software,VPN,16.0,0.0005814953415136078,Fast (<24h)
UK,2016,Ransomware,Government,83.67,701152,Nation-state,Social Engineering,Firewall,53.0,0.00011933218474738716,Medium (24-72h)
USA,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28.0,4.090132322317368e-05,Medium (24-72h)
