Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss per User,Resolution Speed,Cluster,Threat Profile
UK,2016,SQL Injection,Education,43.55,712306,Hacker Group,Social Engineering,Firewall,29.0,6.113945411101408e-05,Medium (24-72h),0,Widespread: High User Impact
UK,2016,Ransomware,Telecommunications,11.83,365116,Hacker Group,Social Engineering,Encryption,66.0,3.2400661707512136e-05,Medium (24-72h),3,Standard: Moderate Impact
USA,2021,Man-in-the-Middle,Banking,64.96,485702,Unknown,Unpatched Software,Firewall,51.0,0.0001337445594212,Medium (24-72h),5,Critical: High Impact on Both
USA,2023,SQL Injection,IT,19.37,49480,Hacker Group,Social Engineering,Encryption,17.0,0.0003914713015359,Fast (<24h),4,Standard: Moderate Impact
Australia,2019,Phishing,Education,46.64,971148,Insider,Unpatched Software,Firewall,44.0,4.802563563946999e-05,Medium (24-72h),0,Widespread: High User Impact
USA,2018,DDoS,Banking,31.54,513005,Unknown,Social Engineering,VPN,62.0,6.148088225260962e-05,Medium (24-72h),3,Standard: Moderate Impact
Germany,2019,Malware,Retail,6.47,360381,Unknown,Zero-day,VPN,62.0,1.7953221729225457e-05,Medium (24-72h),3,Standard: Moderate Impact
Brazil,2021,DDoS,Banking,96.23,649383,Unknown,Weak Passwords,Encryption,59.0,0.0001481868173327,Medium (24-72h),5,Critical: High Impact on Both
Germany,2022,SQL Injection,Banking,89.74,155736,Nation-state,Social Engineering,Encryption,63.0,0.0005762315713772,Medium (24-72h),1,Targeted: High Financial Impact
USA,2023,Malware,Healthcare,54.29,443715,Unknown,Social Engineering,Antivirus,54.0,0.0001223533123739,Medium (24-72h),3,Standard: Moderate Impact
Australia,2022,DDoS,Telecommunications,4.81,683733,Nation-state,Zero-day,VPN,65.0,7.034909825911576e-06,Medium (24-72h),0,Widespread: High User Impact
Brazil,2019,DDoS,Healthcare,42.16,400214,Unknown,Zero-day,Firewall,58.0,0.0001053436411519,Medium (24-72h),3,Standard: Moderate Impact
Brazil,2024,Ransomware,IT,74.06,813472,Hacker Group,Zero-day,VPN,17.0,9.104185515912042e-05,Fast (<24h),2,Critical: High Impact on Both
France,2021,Ransomware,Banking,27.1,199832,Nation-state,Weak Passwords,Antivirus,54.0,0.0001356139156891,Medium (24-72h),3,Standard: Moderate Impact
India,2017,Malware,IT,22.04,210495,Insider,Weak Passwords,Firewall,18.0,0.0001047055749542,Fast (<24h),4,Standard: Moderate Impact
China,2023,Man-in-the-Middle,Education,49.53,923445,Hacker Group,Unpatched Software,VPN,42.0,5.363611260010071e-05,Medium (24-72h),0,Widespread: High User Impact
Japan,2019,Man-in-the-Middle,Education,1.72,407485,Insider,Unpatched Software,AI-based Detection,22.0,4.221014270463943e-06,Fast (<24h),4,Standard: Moderate Impact
Russia,2020,Man-in-the-Middle,Government,97.39,517452,Unknown,Zero-day,Firewall,9.0,0.0001882106939387,Fast (<24h),2,Critical: High Impact on Both
Germany,2017,Ransomware,Retail,68.73,509742,Nation-state,Zero-day,Antivirus,43.0,0.0001348329154748,Medium (24-72h),5,Critical: High Impact on Both
USA,2019,Malware,Healthcare,57.85,412236,Nation-state,Weak Passwords,Antivirus,36.0,0.000140332236874,Medium (24-72h),1,Targeted: High Financial Impact
Germany,2017,Malware,Healthcare,6.58,592988,Hacker Group,Unpatched Software,VPN,43.0,1.1096345963156084e-05,Medium (24-72h),0,Widespread: High User Impact
USA,2019,Ransomware,Banking,47.25,451510,Hacker Group,Zero-day,VPN,45.0,0.0001046488449868,Medium (24-72h),3,Standard: Moderate Impact
India,2021,Ransomware,Education,20.26,144065,Insider,Unpatched Software,Firewall,62.0,0.0001406309651893,Medium (24-72h),3,Standard: Moderate Impact
India,2024,DDoS,Telecommunications,85.02,700440,Hacker Group,Weak Passwords,VPN,23.0,0.0001213808463251,Fast (<24h),2,Critical: High Impact on Both
France,2024,Phishing,IT,64.54,255689,Unknown,Zero-day,Antivirus,54.0,0.0002524160210255,Medium (24-72h),3,Standard: Moderate Impact
Japan,2017,Malware,Retail,74.01,750473,Unknown,Zero-day,Antivirus,41.0,9.861780503762294e-05,Medium (24-72h),5,Critical: High Impact on Both
UK,2015,Malware,Government,68.8,284512,Nation-state,Social Engineering,Antivirus,23.0,0.0002418175683275,Fast (<24h),1,Targeted: High Financial Impact
Japan,2021,Malware,Education,76.8,607544,Nation-state,Weak Passwords,Encryption,56.0,0.0001264105974217,Medium (24-72h),5,Critical: High Impact on Both
UK,2016,Ransomware,Banking,92.39,61764,Hacker Group,Social Engineering,Encryption,38.0,0.0014958551907259,Medium (24-72h),1,Targeted: High Financial Impact
USA,2023,DDoS,Telecommunications,11.73,489053,Nation-state,Zero-day,Antivirus,29.0,2.3985130445984386e-05,Medium (24-72h),4,Standard: Moderate Impact
China,2020,SQL Injection,Telecommunications,29.31,8884,Nation-state,Weak Passwords,Firewall,23.0,0.0032991895542548,Fast (<24h),4,Standard: Moderate Impact
Germany,2017,Ransomware,Retail,91.67,80135,Hacker Group,Social Engineering,AI-based Detection,35.0,0.0011439445934984,Medium (24-72h),1,Targeted: High Financial Impact
USA,2022,Phishing,Retail,47.66,20064,Insider,Social Engineering,Encryption,61.0,0.0023753987240829,Medium (24-72h),3,Standard: Moderate Impact
India,2022,SQL Injection,Telecommunications,95.74,849940,Insider,Weak Passwords,AI-based Detection,61.0,0.0001126432454055,Medium (24-72h),5,Critical: High Impact on Both
Japan,2021,Ransomware,Government,79.25,437649,Hacker Group,Weak Passwords,Firewall,10.0,0.0001810811860646,Fast (<24h),2,Critical: High Impact on Both
Australia,2020,SQL Injection,Telecommunications,43.69,269137,Unknown,Unpatched Software,AI-based Detection,18.0,0.0001623336813593,Fast (<24h),4,Standard: Moderate Impact
UK,2018,Malware,Telecommunications,23.27,233460,Insider,Unpatched Software,Antivirus,11.0,9.967446243467833e-05,Fast (<24h),4,Standard: Moderate Impact
UK,2015,SQL Injection,Banking,6.96,474585,Nation-state,Unpatched Software,Firewall,34.0,1.466544454628781e-05,Medium (24-72h),0,Widespread: High User Impact
Russia,2024,SQL Injection,Government,41.65,674211,Hacker Group,Weak Passwords,Firewall,54.0,6.177591288187229e-05,Medium (24-72h),0,Widespread: High User Impact
Brazil,2020,Phishing,Healthcare,18.79,267178,Nation-state,Social Engineering,Firewall,56.0,7.032764673738106e-05,Medium (24-72h),3,Standard: Moderate Impact
Russia,2022,DDoS,Healthcare,58.93,104121,Hacker Group,Zero-day,Firewall,15.0,0.0005659761239327,Fast (<24h),1,Targeted: High Financial Impact
UK,2020,Ransomware,IT,83.29,217598,Hacker Group,Unpatched Software,Encryption,24.0,0.0003827700622248,Fast (<24h),1,Targeted: High Financial Impact
China,2024,Ransomware,Government,65.96,44082,Nation-state,Social Engineering,VPN,48.0,0.0014963023456286,Medium (24-72h),1,Targeted: High Financial Impact
India,2018,Phishing,Banking,71.58,31733,Hacker Group,Unpatched Software,Encryption,49.0,0.0022556959631928,Medium (24-72h),1,Targeted: High Financial Impact
Australia,2022,Man-in-the-Middle,Banking,34.16,346224,Nation-state,Zero-day,Encryption,64.0,9.866444844955866e-05,Medium (24-72h),3,Standard: Moderate Impact
Australia,2015,DDoS,IT,61.01,419127,Unknown,Social Engineering,Firewall,26.0,0.0001455644709121,Medium (24-72h),1,Targeted: High Financial Impact
USA,2024,Man-in-the-Middle,Education,53.59,810539,Unknown,Weak Passwords,Antivirus,22.0,6.611649778727489e-05,Fast (<24h),2,Critical: High Impact on Both
USA,2020,DDoS,Retail,11.79,692784,Hacker Group,Unpatched Software,Firewall,2.0,1.7018291415506132e-05,Fast (<24h),4,Standard: Moderate Impact
USA,2020,SQL Injection,Retail,16.98,315050,Unknown,Unpatched Software,Encryption,8.0,5.389620695127757e-05,Fast (<24h),4,Standard: Moderate Impact
India,2016,SQL Injection,IT,29.24,786464,Unknown,Weak Passwords,Encryption,38.0,3.717906986206616e-05,Medium (24-72h),0,Widespread: High User Impact
UK,2023,Man-in-the-Middle,IT,20.35,140061,Hacker Group,Weak Passwords,AI-based Detection,42.0,0.000145293836257,Medium (24-72h),3,Standard: Moderate Impact
Brazil,2021,SQL Injection,IT,34.32,673923,Hacker Group,Unpatched Software,Encryption,3.0,5.092569922676626e-05,Fast (<24h),2,Critical: High Impact on Both
Japan,2017,SQL Injection,Government,35.88,221051,Insider,Zero-day,Encryption,18.0,0.0001623154837571,Fast (<24h),4,Standard: Moderate Impact
Russia,2017,SQL Injection,Banking,33.84,442940,Nation-state,Unpatched Software,AI-based Detection,7.0,7.639860929245497e-05,Fast (<24h),4,Standard: Moderate Impact
Russia,2024,SQL Injection,Telecommunications,17.21,677688,Nation-state,Zero-day,Encryption,31.0,2.5395167097543413e-05,Medium (24-72h),0,Widespread: High User Impact
Russia,2017,Ransomware,Education,95.08,679860,Unknown,Social Engineering,Encryption,66.0,0.0001398523225369,Medium (24-72h),5,Critical: High Impact on Both
Germany,2016,Phishing,Retail,27.85,963983,Unknown,Zero-day,Encryption,45.0,2.889055097444665e-05,Medium (24-72h),0,Widespread: High User Impact
UK,2020,DDoS,Retail,18.52,125100,Unknown,Weak Passwords,VPN,61.0,0.0001480415667466,Medium (24-72h),3,Standard: Moderate Impact
China,2016,DDoS,Education,81.31,815317,Hacker Group,Social Engineering,Antivirus,72.0,9.972808122484874e-05,Medium (24-72h),5,Critical: High Impact on Both
China,2020,Man-in-the-Middle,Retail,34.82,500252,Nation-state,Zero-day,Antivirus,29.0,6.960491912076313e-05,Medium (24-72h),4,Standard: Moderate Impact
India,2018,DDoS,Education,55.3,512953,Unknown,Weak Passwords,Firewall,57.0,0.0001078071480233,Medium (24-72h),5,Critical: High Impact on Both
India,2023,Phishing,IT,88.71,337377,Hacker Group,Social Engineering,AI-based Detection,23.0,0.0002629402715656,Fast (<24h),1,Targeted: High Financial Impact
India,2024,DDoS,Retail,0.6,766733,Insider,Zero-day,AI-based Detection,55.0,7.825409888448782e-07,Medium (24-72h),0,Widespread: High User Impact
USA,2023,Malware,Retail,50.02,578310,Nation-state,Weak Passwords,Antivirus,15.0,8.649340319205963e-05,Fast (<24h),2,Critical: High Impact on Both
France,2022,Man-in-the-Middle,Telecommunications,12.96,255574,Insider,Social Engineering,Firewall,69.0,5.070938358361962e-05,Medium (24-72h),3,Standard: Moderate Impact
China,2023,Phishing,IT,43.58,169152,Nation-state,Unpatched Software,Encryption,49.0,0.0002576381006432,Medium (24-72h),3,Standard: Moderate Impact
USA,2020,Man-in-the-Middle,IT,33.22,216472,Unknown,Zero-day,Encryption,55.0,0.0001534609556894,Medium (24-72h),3,Standard: Moderate Impact
Japan,2020,Phishing,Retail,38.96,370096,Nation-state,Weak Passwords,Encryption,23.0,0.0001052699840041,Fast (<24h),4,Standard: Moderate Impact
India,2020,Phishing,Telecommunications,30.14,742555,Insider,Zero-day,Firewall,57.0,4.0589585956595806e-05,Medium (24-72h),0,Widespread: High User Impact
Russia,2020,Man-in-the-Middle,IT,21.72,870019,Insider,Social Engineering,AI-based Detection,5.0,2.496497202934649e-05,Fast (<24h),0,Widespread: High User Impact
Australia,2022,Malware,IT,93.2,941679,Hacker Group,Social Engineering,Antivirus,43.0,9.897215505496034e-05,Medium (24-72h),5,Critical: High Impact on Both
France,2024,DDoS,Retail,88.17,738419,Unknown,Zero-day,Firewall,11.0,0.0001194037531536,Fast (<24h),2,Critical: High Impact on Both
Brazil,2018,Phishing,Retail,42.46,4136,Nation-state,Zero-day,Encryption,23.0,0.0102659574468085,Fast (<24h),4,Standard: Moderate Impact
India,2022,SQL Injection,Education,61.41,995847,Nation-state,Social Engineering,Encryption,1.0,6.166609931043623e-05,Fast (<24h),2,Critical: High Impact on Both
Japan,2022,Ransomware,Education,51.51,536995,Hacker Group,Weak Passwords,Encryption,3.0,9.592268084432816e-05,Fast (<24h),2,Critical: High Impact on Both
Germany,2016,Malware,Telecommunications,77.7,57200,Hacker Group,Social Engineering,VPN,26.0,0.0013583916083916,Medium (24-72h),1,Targeted: High Financial Impact
USA,2016,Phishing,Government,14.65,936566,Nation-state,Social Engineering,VPN,61.0,1.5642250519450847e-05,Medium (24-72h),0,Widespread: High User Impact
Japan,2019,DDoS,Healthcare,68.4,567370,Insider,Unpatched Software,VPN,9.0,0.0001205562507711,Fast (<24h),2,Critical: High Impact on Both
India,2015,Malware,Banking,34.51,970056,Hacker Group,Unpatched Software,Firewall,30.0,3.5575265757853154e-05,Medium (24-72h),0,Widespread: High User Impact
Brazil,2020,Ransomware,IT,71.74,3432,Hacker Group,Unpatched Software,AI-based Detection,45.0,0.0209032634032634,Medium (24-72h),1,Targeted: High Financial Impact
Brazil,2015,Malware,Education,37.54,49473,Insider,Social Engineering,Firewall,51.0,0.0007587977280536,Medium (24-72h),3,Standard: Moderate Impact
France,2019,Man-in-the-Middle,IT,76.35,460984,Hacker Group,Zero-day,Firewall,55.0,0.0001656239695954,Medium (24-72h),5,Critical: High Impact on Both
UK,2024,Phishing,IT,71.2,228010,Nation-state,Social Engineering,Antivirus,59.0,0.000312267005833,Medium (24-72h),3,Standard: Moderate Impact
Russia,2024,Ransomware,Government,48.88,172789,Hacker Group,Unpatched Software,VPN,10.0,0.0002828883783111,Fast (<24h),4,Standard: Moderate Impact
China,2020,Man-in-the-Middle,Retail,48.24,338732,Nation-state,Unpatched Software,Firewall,15.0,0.0001424134714169,Fast (<24h),4,Standard: Moderate Impact
Germany,2017,Ransomware,Healthcare,32.0,175755,Insider,Weak Passwords,Firewall,30.0,0.0001820716338084,Medium (24-72h),4,Standard: Moderate Impact
Brazil,2023,DDoS,Education,50.34,897521,Nation-state,Social Engineering,AI-based Detection,19.0,5.608782412890618e-05,Fast (<24h),2,Critical: High Impact on Both
Russia,2016,Ransomware,Healthcare,5.18,719532,Insider,Unpatched Software,VPN,10.0,7.19912387496317e-06,Fast (<24h),0,Widespread: High User Impact
Australia,2024,DDoS,Government,95.28,583925,Insider,Zero-day,Encryption,70.0,0.0001631716401935,Medium (24-72h),5,Critical: High Impact on Both
Russia,2016,Phishing,Retail,70.4,480522,Unknown,Zero-day,Antivirus,72.0,0.0001465073399344,Medium (24-72h),5,Critical: High Impact on Both
Brazil,2015,SQL Injection,IT,47.2,16957,Unknown,Zero-day,Firewall,49.0,0.0027835112342985,Medium (24-72h),3,Standard: Moderate Impact
France,2016,Ransomware,IT,29.35,316228,Unknown,Unpatched Software,VPN,7.0,9.281278065193467e-05,Fast (<24h),4,Standard: Moderate Impact
Australia,2018,SQL Injection,Banking,20.28,363414,Insider,Unpatched Software,Antivirus,59.0,5.580412422196173e-05,Medium (24-72h),3,Standard: Moderate Impact
UK,2015,Man-in-the-Middle,Telecommunications,71.9,733671,Insider,Zero-day,VPN,20.0,9.800032984811994e-05,Fast (<24h),2,Critical: High Impact on Both
France,2019,SQL Injection,Telecommunications,27.91,399457,Nation-state,Weak Passwords,Firewall,48.0,6.986984831909317e-05,Medium (24-72h),3,Standard: Moderate Impact
China,2017,DDoS,Government,57.34,171772,Nation-state,Social Engineering,Firewall,8.0,0.0003338145914351,Fast (<24h),4,Standard: Moderate Impact
USA,2015,Phishing,Government,82.4,197305,Insider,Unpatched Software,AI-based Detection,34.0,0.0004176275309799,Medium (24-72h),1,Targeted: High Financial Impact
Russia,2023,Ransomware,Healthcare,15.08,677971,Insider,Social Engineering,VPN,51.0,2.224283929548609e-05,Medium (24-72h),0,Widespread: High User Impact
India,2021,Man-in-the-Middle,Banking,55.12,942454,Hacker Group,Social Engineering,VPN,66.0,5.84856130909307e-05,Medium (24-72h),5,Critical: High Impact on Both
Russia,2022,Ransomware,Government,38.84,211205,Insider,Unpatched Software,Antivirus,54.0,0.0001838971615255,Medium (24-72h),3,Standard: Moderate Impact
Japan,2024,Malware,Telecommunications,42.79,483399,Insider,Zero-day,Antivirus,50.0,8.851900810717441e-05,Medium (24-72h),3,Standard: Moderate Impact
China,2016,DDoS,Telecommunications,97.83,699791,Nation-state,Weak Passwords,Encryption,2.0,0.0001397988828092,Fast (<24h),2,Critical: High Impact on Both
Germany,2019,Phishing,Education,10.04,679314,Nation-state,Unpatched Software,Antivirus,39.0,1.477961590663522e-05,Medium (24-72h),0,Widespread: High User Impact
Brazil,2020,SQL Injection,Retail,96.97,466897,Insider,Unpatched Software,VPN,58.0,0.0002076903471215,Medium (24-72h),5,Critical: High Impact on Both
Brazil,2024,SQL Injection,Healthcare,41.05,175957,Hacker Group,Zero-day,Antivirus,69.0,0.0002332956347289,Medium (24-72h),3,Standard: Moderate Impact
India,2019,Ransomware,Government,10.37,912202,Nation-state,Weak Passwords,VPN,15.0,1.1368096101521372e-05,Fast (<24h),0,Widespread: High User Impact
Russia,2019,DDoS,Education,33.73,985398,Nation-state,Social Engineering,Antivirus,54.0,3.4229823888418684e-05,Medium (24-72h),0,Widespread: High User Impact
China,2023,SQL Injection,Education,4.18,715127,Nation-state,Weak Passwords,Antivirus,60.0,5.845115622819443e-06,Medium (24-72h),0,Widespread: High User Impact
USA,2021,Malware,Retail,72.24,472835,Hacker Group,Unpatched Software,Encryption,57.0,0.0001527805682743,Medium (24-72h),5,Critical: High Impact on Both
Australia,2016,DDoS,Healthcare,98.25,412019,Unknown,Weak Passwords,Antivirus,34.0,0.0002384598768503,Medium (24-72h),1,Targeted: High Financial Impact
India,2021,SQL Injection,Retail,85.69,172469,Insider,Weak Passwords,Antivirus,16.0,0.0004968429108999,Fast (<24h),1,Targeted: High Financial Impact
UK,2015,Phishing,Banking,39.12,893284,Unknown,Unpatched Software,AI-based Detection,21.0,4.379346322110325e-05,Fast (<24h),2,Critical: High Impact on Both
India,2021,Malware,Telecommunications,82.66,586,Hacker Group,Zero-day,VPN,23.0,0.1410580204778156,Fast (<24h),1,Targeted: High Financial Impact
Japan,2017,Phishing,IT,49.12,845169,Nation-state,Social Engineering,VPN,1.0,5.811855380403209e-05,Fast (<24h),2,Critical: High Impact on Both
Germany,2018,Ransomware,Government,89.36,184748,Unknown,Unpatched Software,Firewall,4.0,0.0004836858856388,Fast (<24h),1,Targeted: High Financial Impact
Japan,2021,Malware,Healthcare,77.84,783976,Nation-state,Weak Passwords,Firewall,62.0,9.928875373735933e-05,Medium (24-72h),5,Critical: High Impact on Both
France,2015,Phishing,IT,49.84,282583,Unknown,Weak Passwords,VPN,15.0,0.000176372959449,Fast (<24h),4,Standard: Moderate Impact
Germany,2020,SQL Injection,Healthcare,96.31,591828,Unknown,Unpatched Software,Encryption,16.0,0.0001627330913711,Fast (<24h),2,Critical: High Impact on Both
India,2018,SQL Injection,Government,18.44,27344,Nation-state,Zero-day,VPN,1.0,0.0006743709771796,Fast (<24h),4,Standard: Moderate Impact
Australia,2024,Ransomware,Healthcare,18.16,200307,Unknown,Social Engineering,Antivirus,59.0,9.06608356173274e-05,Medium (24-72h),3,Standard: Moderate Impact
China,2018,Man-in-the-Middle,IT,68.28,528411,Insider,Zero-day,AI-based Detection,10.0,0.0001292175976654,Fast (<24h),2,Critical: High Impact on Both
France,2015,Phishing,Banking,95.72,551812,Insider,Weak Passwords,Encryption,69.0,0.0001734648757185,Medium (24-72h),5,Critical: High Impact on Both
